L,N,k,instance_idx,baseline,n_colors,n_quartets,n_ancillas,total_qubits,cnot_depth,fp_cnot_depth,interaction_cnot_depth,total_2q_gates,total_cnots,total_idle_slots,spacetime_volume,p_2q,p_idle,mult_fidelity
6,36,1.0,4,1d,15,75,0,36,1784,1668,116,7274,14110,19652,64224,0.001,0.0001,9.67928245443151e-05
6,36,1.0,4,1d,15,75,0,36,1784,1668,116,7274,14110,19652,64224,0.0001,1e-05,0.3969450761756433
6,36,1.0,4,1d,15,75,0,36,1784,1668,116,7274,14110,19652,64224,1e-05,1.0000000000000002e-06,0.9117473338323473
6,36,1.0,4,ancilla,15,75,6,42,3396,3280,116,15264,18270,93624,142632,0.001,0.0001,2.001567812880708e-11
6,36,1.0,4,ancilla,15,75,6,42,3396,3280,116,15264,18270,93624,142632,0.0001,1e-05,0.08520279791440125
6,36,1.0,4,ancilla,15,75,6,42,3396,3280,116,15264,18270,93624,142632,1e-05,1.0000000000000002e-06,0.7817151914996194
6,36,1.0,4,primitive,15,75,0,36,5676,5560,116,22464,25470,143568,204336,0.001,0.0001,1.0086412281399138e-16
6,36,1.0,4,primitive,15,75,0,36,5676,5560,116,22464,25470,143568,204336,0.0001,1e-05,0.025167557719992368
6,36,1.0,4,primitive,15,75,0,36,5676,5560,116,22464,25470,143568,204336,1e-05,1.0000000000000002e-06,0.6919724093819645
6,36,1.0,4,pipelined,15,75,0,36,4416,4300,116,20064,23070,103008,158976,0.001,0.0001,6.429119126613794e-14
6,36,1.0,4,pipelined,15,75,0,36,4416,4300,116,20064,23070,103008,158976,0.0001,1e-05,0.04799850198927909
6,36,1.0,4,pipelined,15,75,0,36,4416,4300,116,20064,23070,103008,158976,1e-05,1.0000000000000002e-06,0.7381198606880478
6,36,1.0,5,naive_pauli,13,64,0,36,1858,0,1858,1858,1858,63172,66888,0.001,0.0001,0.0002811996898847519
6,36,1.0,5,naive_pauli,13,64,0,36,1858,0,1858,1858,1858,63172,66888,0.0001,1e-05,0.4415197839260589
6,36,1.0,5,naive_pauli,13,64,0,36,1858,0,1858,1858,1858,63172,66888,1e-05,1.0000000000000002e-06,0.9215003477593172
6,36,1.0,5,1d,13,64,0,36,1482,1384,98,5902,11434,16636,53352,0.001,0.0001,0.0005163962533437257
6,36,1.0,5,1d,13,64,0,36,1482,1384,98,5902,11434,16636,53352,0.0001,1e-05,0.4692637303354225
6,36,1.0,5,1d,13,64,0,36,1482,1384,98,5902,11434,16636,53352,1e-05,1.0000000000000002e-06,0.9271348048671341
6,36,1.0,5,ancilla,13,64,6,42,2936,2838,98,13196,15778,81002,123312,0.001,0.0001,5.599310644516743e-10
6,36,1.0,5,ancilla,13,64,6,42,2936,2838,98,13196,15778,81002,123312,0.0001,1e-05,0.11887413502043329
6,36,1.0,5,ancilla,13,64,6,42,2936,2838,98,13196,15778,81002,123312,1e-05,1.0000000000000002e-06,0.8081862817543652
6,36,1.0,5,primitive,13,64,0,36,4912,4814,98,19436,22018,124316,176832,0.001,0.0001,1.4308164092867562e-14
6,36,1.0,5,primitive,13,64,0,36,4912,4814,98,19436,22018,124316,176832,0.0001,1e-05,0.04130121327554869
6,36,1.0,5,primitive,13,64,0,36,4912,4814,98,19436,22018,124316,176832,1e-05,1.0000000000000002e-06,0.7271103433320362
6,36,1.0,5,pipelined,13,64,0,36,3820,3722,98,17356,19938,89164,137520,0.001,0.0001,3.8554644379545006e-12
6,36,1.0,5,pipelined,13,64,0,36,3820,3722,98,17356,19938,89164,137520,0.0001,1e-05,0.07227107897573944
6,36,1.0,5,pipelined,13,64,0,36,3820,3722,98,17356,19938,89164,137520,1e-05,1.0000000000000002e-06,0.7689533977719588
6,36,1.0,6,naive_pauli,17,81,0,36,2644,0,2644,2644,2644,89896,95184,0.001,0.0001,8.847528601937551e-06
6,36,1.0,6,naive_pauli,17,81,0,36,2644,0,2644,2644,2644,89896,95184,0.0001,1e-05,0.31242909994988544
6,36,1.0,6,naive_pauli,17,81,0,36,2644,0,2644,2644,2644,89896,95184,1e-05,1.0000000000000002e-06,0.8901759161864583
6,36,1.0,6,1d,17,81,0,36,1949,1820,129,7858,15256,21688,70164,0.001,0.0001,4.4021162730446445e-05
6,36,1.0,6,1d,17,81,0,36,1949,1820,129,7858,15256,21688,70164,0.0001,1e-05,0.3668800303948562
6,36,1.0,6,1d,17,81,0,36,1949,1820,129,7858,15256,21688,70164,1e-05,1.0000000000000002e-06,0.9045945888722166
6,36,1.0,6,ancilla,17,81,6,42,3853,3724,129,17268,20680,106206,161826,0.001,0.0001,7.658647359199477e-13
6,36,1.0,6,ancilla,17,81,6,42,3853,3724,129,17268,20680,106206,161826,0.0001,1e-05,0.06148563823426979
6,36,1.0,6,ancilla,17,81,6,42,3853,3724,129,17268,20680,106206,161826,1e-05,1.0000000000000002e-06,0.756625460224277
6,36,1.0,6,primitive,17,81,0,36,6437,6308,129,25428,28840,162804,231732,0.001,0.0001,7.592646478327581e-19
6,36,1.0,6,primitive,17,81,0,36,6437,6308,129,25428,28840,162804,231732,0.0001,1e-05,0.015437197055476857
6,36,1.0,6,primitive,17,81,0,36,6437,6308,129,25428,28840,162804,231732,1e-05,1.0000000000000002e-06,0.6589646730545318
6,36,1.0,6,pipelined,17,81,0,36,5009,4880,129,22708,26120,116836,180324,0.001,0.0001,1.1448007460534836e-15
6,36,1.0,6,pipelined,17,81,0,36,5009,4880,129,22708,26120,116836,180324,0.0001,1e-05,0.03208779980715766
6,36,1.0,6,pipelined,17,81,0,36,5009,4880,129,22708,26120,116836,180324,1e-05,1.0000000000000002e-06,0.7089876341708901
6,36,1.0,7,naive_pauli,14,68,0,36,2204,0,2204,2204,2204,74936,79344,0.001,0.0001,6.134005883001651e-05
6,36,1.0,7,naive_pauli,14,68,0,36,2204,0,2204,2204,2204,74936,79344,0.0001,1e-05,0.37916842951854657
6,36,1.0,7,naive_pauli,14,68,0,36,2204,0,2204,2204,2204,74936,79344,1e-05,1.0000000000000002e-06,0.9075776537160571
6,36,1.0,7,1d,14,68,0,36,1666,1560,106,7208,14032,17480,59976,0.001,0.0001,0.00012848558867633661
6,36,1.0,7,1d,14,68,0,36,1666,1560,106,7208,14032,17480,59976,0.0001,1e-05,0.4083474326177223
6,36,1.0,7,1d,14,68,0,36,1666,1560,106,7208,14032,17480,59976,1e-05,1.0000000000000002e-06,0.9143330659549309
6,36,1.0,7,ancilla,14,68,6,42,3180,3074,106,14382,17348,87282,133560,0.001,0.0001,9.121221999111617e-11
6,36,1.0,7,ancilla,14,68,6,42,3180,3074,106,14382,17348,87282,133560,0.0001,1e-05,0.09915249316771378
6,36,1.0,7,ancilla,14,68,6,42,3180,3074,106,14382,17348,87282,133560,1e-05,1.0000000000000002e-06,0.7936579033776453
6,36,1.0,7,primitive,14,68,0,36,5308,5202,106,21102,24068,133872,191088,0.001,0.0001,1.0390937624350562e-15
6,36,1.0,7,primitive,14,68,0,36,5308,5202,106,21102,24068,133872,191088,0.0001,1e-05,0.03177637433767444
6,36,1.0,7,primitive,14,68,0,36,5308,5202,106,21102,24068,133872,191088,1e-05,1.0000000000000002e-06,0.7082960506552908
6,36,1.0,7,pipelined,14,68,0,36,4132,4026,106,18862,21828,96016,148752,0.001,0.0001,4.306341935472016e-13
6,36,1.0,7,pipelined,14,68,0,36,4132,4026,106,18862,21828,96016,148752,0.0001,1e-05,0.058049503890740296
6,36,1.0,7,pipelined,14,68,0,36,4132,4026,106,18862,21828,96016,148752,1e-05,1.0000000000000002e-06,0.7522872917289326
6,36,1.0,8,naive_pauli,16,79,0,36,2736,0,2736,2736,2736,93024,98496,0.001,0.0001,5.9019127558034175e-06
6,36,1.0,8,naive_pauli,16,79,0,36,2736,0,2736,2736,2736,93024,98496,0.0001,1e-05,0.30003434362179415
6,36,1.0,8,naive_pauli,16,79,0,36,2736,0,2736,2736,2736,93024,98496,1e-05,1.0000000000000002e-06,0.8865797621281374
6,36,1.0,8,1d,16,79,0,36,1955,1834,121,8614,16762,20140,70380,0.001,0.0001,2.41214136158057e-05
6,36,1.0,8,1d,16,79,0,36,1955,1834,121,8614,16762,20140,70380,0.0001,1e-05,0.34547186220831355
6,36,1.0,8,1d,16,79,0,36,1955,1834,121,8614,16762,20140,70380,1e-05,1.0000000000000002e-06,0.8991724480975352
6,36,1.0,8,ancilla,16,79,6,42,3631,3510,121,16404,19734,99744,152502,0.001,0.0001,3.4691683289389885e-12
6,36,1.0,8,ancilla,16,79,6,42,3631,3510,121,16404,19734,99744,152502,0.0001,1e-05,0.0715093539976601
6,36,1.0,8,ancilla,16,79,6,42,3631,3510,121,16404,19734,99744,152502,1e-05,1.0000000000000002e-06,0.7681387715156653
6,36,1.0,8,primitive,16,79,0,36,6063,5942,121,24084,27414,153000,218268,0.001,0.0001,7.76569990857313e-18
6,36,1.0,8,primitive,16,79,0,36,6063,5942,121,24084,27414,153000,218268,0.0001,1e-05,0.01947686207726812
6,36,1.0,8,primitive,16,79,0,36,6063,5942,121,24084,27414,153000,218268,1e-05,1.0000000000000002e-06,0.6744610977310769
6,36,1.0,8,pipelined,16,79,0,36,4719,4598,121,21524,24854,109736,169884,0.001,0.0001,7.613009028676307e-15
6,36,1.0,8,pipelined,16,79,0,36,4719,4598,121,21524,24854,109736,169884,0.0001,1e-05,0.03877912804774953
6,36,1.0,8,pipelined,16,79,0,36,4719,4598,121,21524,24854,109736,169884,1e-05,1.0000000000000002e-06,0.7225438772531461
6,36,1.0,9,naive_pauli,10,53,0,36,1650,0,1650,1650,1650,56100,59400,0.001,0.0001,0.0007023307794535155
6,36,1.0,9,naive_pauli,10,53,0,36,1650,0,1650,1650,1650,56100,59400,0.0001,1e-05,0.4838351373670458
6,36,1.0,9,naive_pauli,10,53,0,36,1650,0,1650,1650,1650,56100,59400,1e-05,1.0000000000000002e-06,0.9299726419253457
6,36,1.0,9,1d,10,53,0,36,1209,1132,77,5336,10360,12476,43524,0.001,0.0001,0.0013790889704483084
6,36,1.0,9,1d,10,53,0,36,1209,1132,77,5336,10360,12476,43524,0.0001,1e-05,0.5176855302242017
6,36,1.0,9,1d,10,53,0,36,1209,1132,77,5336,10360,12476,43524,1e-05,1.0000000000000002e-06,0.9362841467001752
6,36,1.0,9,ancilla,10,53,6,42,2281,2204,77,10256,12320,62606,95802,0.001,0.0001,6.676782914056898e-08
6,36,1.0,9,ancilla,10,53,6,42,2281,2204,77,10256,12320,62606,95802,0.0001,1e-05,0.19172093769597037
6,36,1.0,9,ancilla,10,53,6,42,2281,2204,77,10256,12320,62606,95802,1e-05,1.0000000000000002e-06,0.8477525041458177
6,36,1.0,9,primitive,10,53,0,36,3801,3724,77,15056,17120,95852,136836,0.001,0.0001,1.9723460224247405e-11
6,36,1.0,9,primitive,10,53,0,36,3801,3724,77,15056,17120,95852,136836,0.0001,1e-05,0.08507687004976346
6,36,1.0,9,primitive,10,53,0,36,3801,3724,77,15056,17120,95852,136836,1e-05,1.0000000000000002e-06,0.7815995134701291
6,36,1.0,9,pipelined,10,53,0,36,2961,2884,77,13456,15520,68812,106596,0.001,0.0001,1.4608073543423562e-09
6,36,1.0,9,pipelined,10,53,0,36,2961,2884,77,13456,15520,68812,106596,0.0001,1e-05,0.13083860671929343
6,36,1.0,9,pipelined,10,53,0,36,2961,2884,77,13456,15520,68812,106596,1e-05,1.0000000000000002e-06,0.8159740653259684
8,64,1.0,0,naive_pauli,17,115,0,64,5670,0,5670,5670,5670,351540,362880,0.001,0.0001,1.855096961955444e-18
8,64,1.0,0,naive_pauli,17,115,0,64,5670,0,5670,5670,5670,351540,362880,0.0001,1e-05,0.016866161726124273
8,64,1.0,0,naive_pauli,17,115,0,64,5670,0,5670,5670,5670,351540,362880,1e-05,1.0000000000000002e-06,0.6648189977019696
8,64,1.0,0,1d,17,115,0,64,4026,3900,126,24328,47978,84208,257664,0.001,0.0001,5.914359522926459e-15
8,64,1.0,0,1d,17,115,0,64,4026,3900,126,24328,47978,84208,257664,0.0001,1e-05,0.037816647678563284
8,64,1.0,0,1d,17,115,0,64,4026,3900,126,24328,47978,84208,257664,1e-05,1.0000000000000002e-06,0.7207310329566576
8,64,1.0,0,ancilla,17,115,8,72,5218,5092,126,33334,41578,257908,375696,0.001,0.0001,2.0635848156957108e-26
8,64,1.0,0,ancilla,17,115,8,72,5218,5092,126,33334,41578,257908,375696,0.0001,1e-05,0.0027049832022663267
8,64,1.0,0,ancilla,17,115,8,72,5218,5092,126,33334,41578,257908,375696,1e-05,1.0000000000000002e-06,0.5536349216399962
8,64,1.0,0,primitive,17,115,0,64,8482,8356,126,50606,58850,396196,542848,0.001,0.0001,6.363017575342648e-40
8,64,1.0,0,primitive,17,115,0,64,8482,8356,126,50606,58850,396196,542848,0.0001,1e-05,0.00012062393145078968
8,64,1.0,0,primitive,17,115,0,64,8482,8356,126,50606,58850,396196,542848,1e-05,1.0000000000000002e-06,0.40565236564288776
8,64,1.0,0,pipelined,17,115,0,64,6510,6384,126,44894,53138,281412,416640,0.001,0.0001,1.8657327028480798e-32
8,64,1.0,0,pipelined,17,115,0,64,6510,6384,126,44894,53138,281412,416640,0.0001,1e-05,0.0006730044907240826
8,64,1.0,0,pipelined,17,115,0,64,6510,6384,126,44894,53138,281412,416640,1e-05,1.0000000000000002e-06,0.4817382388245894
8,64,1.0,1,naive_pauli,16,127,0,64,6508,0,6508,6508,6508,403496,416512,0.001,0.0001,4.443370310402872e-21
8,64,1.0,1,naive_pauli,16,127,0,64,6508,0,6508,6508,6508,403496,416512,0.0001,1e-05,0.009225234059392377
8,64,1.0,1,naive_pauli,16,127,0,64,6508,0,6508,6508,6508,403496,416512,1e-05,1.0000000000000002e-06,0.625892575549305
8,64,1.0,1,1d,16,127,0,64,3493,3366,127,24710,48672,66420,223552,0.001,0.0001,2.3904841936898843e-14
8,64,1.0,1,1d,16,127,0,64,3493,3366,127,24710,48672,66420,223552,0.0001,1e-05,0.04348553698585139
8,64,1.0,1,1d,16,127,0,64,3493,3366,127,24710,48672,66420,223552,1e-05,1.0000000000000002e-06,0.730868834194403
8,64,1.0,1,ancilla,16,127,8,72,4937,4810,127,31772,39820,243176,355464,0.001,0.0001,4.296989946665314e-25
8,64,1.0,1,ancilla,16,127,8,72,4937,4810,127,31772,39820,243176,355464,0.0001,1e-05,0.0036642521017988695
8,64,1.0,1,ancilla,16,127,8,72,4937,4810,127,31772,39820,243176,355464,1e-05,1.0000000000000002e-06,0.570696513738609
8,64,1.0,1,primitive,16,127,0,64,8009,7882,127,48028,56076,373192,512576,0.001,0.0001,8.374048237931533e-38
8,64,1.0,1,primitive,16,127,0,64,8009,7882,127,48028,56076,373192,512576,0.0001,1e-05,0.0001964743212772271
8,64,1.0,1,primitive,16,127,0,64,8009,7882,127,48028,56076,373192,512576,1e-05,1.0000000000000002e-06,0.42593241820007655
8,64,1.0,1,pipelined,16,127,0,64,6153,6026,127,42652,50700,265160,393792,0.001,0.0001,8.930494481468268e-31
8,64,1.0,1,pipelined,16,127,0,64,6153,6026,127,42652,50700,265160,393792,0.0001,1e-05,0.0009907715922439703
8,64,1.0,1,pipelined,16,127,0,64,6153,6026,127,42652,50700,265160,393792,1e-05,1.0000000000000002e-06,0.5007329944362997
8,64,1.0,2,naive_pauli,15,131,0,64,6862,0,6862,6862,6862,425444,439168,0.001,0.0001,3.4726270935749264e-22
8,64,1.0,2,naive_pauli,15,131,0,64,6862,0,6862,6862,6862,425444,439168,0.0001,1e-05,0.007149623474228767
8,64,1.0,2,naive_pauli,15,131,0,64,6862,0,6862,6862,6862,425444,439168,1e-05,1.0000000000000002e-06,0.6101413936313257
8,64,1.0,2,1d,15,131,0,64,3311,3194,117,24696,48620,60304,211904,0.001,0.0001,4.468860809282264e-14
8,64,1.0,2,1d,15,131,0,64,3311,3194,117,24696,48620,60304,211904,0.0001,1e-05,0.046292908051789296
8,64,1.0,2,1d,15,131,0,64,3311,3194,117,24696,48620,60304,211904,1e-05,1.0000000000000002e-06,0.7354554844593179
8,64,1.0,2,ancilla,15,131,8,72,4603,4486,117,30078,37844,226404,331416,0.001,0.0001,1.2521674501568209e-23
8,64,1.0,2,ancilla,15,131,8,72,4603,4486,117,30078,37844,226404,331416,0.0001,1e-05,0.00513332480142769
8,64,1.0,2,ancilla,15,131,8,72,4603,4486,117,30078,37844,226404,331416,1e-05,1.0000000000000002e-06,0.5902638627148336
8,64,1.0,2,primitive,15,131,0,64,7483,7366,117,45318,53084,348404,478912,0.001,0.0001,1.503298962214936e-35
8,64,1.0,2,primitive,15,131,0,64,7483,7366,117,45318,53084,348404,478912,0.0001,1e-05,0.000330110198167309
8,64,1.0,2,primitive,15,131,0,64,7483,7366,117,45318,53084,348404,478912,1e-05,1.0000000000000002e-06,0.4486166957540827
8,64,1.0,2,pipelined,15,131,0,64,5743,5626,117,40278,48044,247124,367552,0.001,0.0001,5.830947790227009e-29
8,64,1.0,2,pipelined,15,131,0,64,5743,5626,117,40278,48044,247124,367552,0.0001,1e-05,0.001504561538613131
8,64,1.0,2,pipelined,15,131,0,64,5743,5626,117,40278,48044,247124,367552,1e-05,1.0000000000000002e-06,0.5220947795924988
8,64,1.0,3,naive_pauli,14,126,0,64,6376,0,6376,6376,6376,395312,408064,0.001,0.0001,1.1495091683968394e-20
8,64,1.0,3,naive_pauli,14,126,0,64,6376,0,6376,6376,6376,395312,408064,0.0001,1e-05,0.010145026964077836
8,64,1.0,3,naive_pauli,14,126,0,64,6376,0,6376,6376,6376,395312,408064,1e-05,1.0000000000000002e-06,0.631869422298484
8,64,1.0,3,1d,14,126,0,64,3068,2960,108,22434,44122,56764,196352,0.001,0.0001,6.120831090388462e-13
8,64,1.0,3,1d,14,126,0,64,3068,2960,108,22434,44122,56764,196352,0.0001,1e-05,0.060135494824381006
8,64,1.0,3,1d,14,126,0,64,3068,2960,108,22434,44122,56764,196352,1e-05,1.0000000000000002e-06,0.7549489483565527
8,64,1.0,3,ancilla,14,126,8,72,4282,4174,108,27930,35010,211044,308304,0.001,0.0001,4.990032578651236e-22
8,64,1.0,3,ancilla,14,126,8,72,4282,4174,108,27930,35010,211044,308304,0.0001,1e-05,0.007419896196645408
8,64,1.0,3,ancilla,14,126,8,72,4282,4174,108,27930,35010,211044,308304,1e-05,1.0000000000000002e-06,0.6124147670787121
8,64,1.0,3,primitive,14,126,0,64,6970,6862,108,42154,49234,324972,446080,0.001,0.0001,3.7113364415816716e-33
8,64,1.0,3,primitive,14,126,0,64,6970,6862,108,42154,49234,324972,446080,0.0001,1e-05,0.0005725863336639702
8,64,1.0,3,primitive,14,126,0,64,6970,6862,108,42154,49234,324972,446080,1e-05,1.0000000000000002e-06,0.4740159679446261
8,64,1.0,3,pipelined,14,126,0,64,5346,5238,108,37450,44530,230444,342144,0.001,0.0001,5.235737543021542e-27
8,64,1.0,3,pipelined,14,126,0,64,5346,5238,108,37450,44530,230444,342144,0.0001,1e-05,0.0023587138560451993
8,64,1.0,3,pipelined,14,126,0,64,5346,5238,108,37450,44530,230444,342144,1e-05,1.0000000000000002e-06,0.5461039221504554
8,64,1.0,4,naive_pauli,14,111,0,64,6556,0,6556,6556,6556,406472,419584,0.001,0.0001,3.1448753983626345e-21
8,64,1.0,4,naive_pauli,14,111,0,64,6556,0,6556,6556,6556,406472,419584,0.0001,1e-05,0.008911852863157002
8,64,1.0,4,naive_pauli,14,111,0,64,6556,0,6556,6556,6556,406472,419584,1e-05,1.0000000000000002e-06,0.623733221891262
8,64,1.0,4,1d,14,111,0,64,3142,3032,110,22342,44028,59380,201088,0.001,0.0001,5.16616604581997e-13
8,64,1.0,4,1d,14,111,0,64,3142,3032,110,22342,44028,59380,201088,0.0001,1e-05,0.05912421634501945
8,64,1.0,4,1d,14,111,0,64,3142,3032,110,22342,44028,59380,201088,1e-05,1.0000000000000002e-06,0.7536696425812364
8,64,1.0,4,ancilla,14,111,8,72,4306,4196,110,27894,35028,212052,310032,0.001,0.0001,4.676993131639636e-22
8,64,1.0,4,ancilla,14,111,8,72,4306,4196,110,27894,35028,212052,310032,0.0001,1e-05,0.007371971671044414
8,64,1.0,4,ancilla,14,111,8,72,4306,4196,110,27894,35028,212052,310032,1e-05,1.0000000000000002e-06,0.6120180516527458
8,64,1.0,4,primitive,14,111,0,64,6994,6884,110,42118,49252,325876,447616,0.001,0.0001,3.5148805097455425e-33
8,64,1.0,4,primitive,14,111,0,64,6994,6884,110,42118,49252,325876,447616,0.0001,1e-05,0.0005694799978843882
8,64,1.0,4,primitive,14,111,0,64,6994,6884,110,42118,49252,325876,447616,1e-05,1.0000000000000002e-06,0.4737581740231606
8,64,1.0,4,pipelined,14,111,0,64,5370,5260,110,37414,44548,231348,343680,0.001,0.0001,4.9585889433043615e-27
8,64,1.0,4,pipelined,14,111,0,64,5370,5260,110,37414,44548,231348,343680,0.0001,1e-05,0.002345917607140787
8,64,1.0,4,pipelined,14,111,0,64,5370,5260,110,37414,44548,231348,343680,1e-05,1.0000000000000002e-06,0.545806923143799
8,64,1.0,5,naive_pauli,16,140,0,64,7608,0,7608,7608,7608,471696,486912,0.001,0.0001,1.61329239496207e-24
8,64,1.0,5,naive_pauli,16,140,0,64,7608,0,7608,7608,7608,471696,486912,0.0001,1e-05,0.004178421950740172
8,64,1.0,5,naive_pauli,16,140,0,64,7608,0,7608,7608,7608,471696,486912,1e-05,1.0000000000000002e-06,0.5782340183199163
8,64,1.0,5,1d,16,140,0,64,3528,3402,126,24470,48110,67988,225792,0.001,0.0001,2.5981721445468733e-14
8,64,1.0,5,1d,16,140,0,64,3528,3402,126,24470,48110,67988,225792,0.0001,1e-05,0.04384889510737634
8,64,1.0,5,1d,16,140,0,64,3528,3402,126,24470,48110,67988,225792,1e-05,1.0000000000000002e-06,0.7314771783013613
8,64,1.0,5,ancilla,16,140,8,72,4920,4794,126,31728,39650,242616,354240,0.001,0.0001,4.749026169295959e-25
8,64,1.0,5,ancilla,16,140,8,72,4920,4794,126,31728,39650,242616,354240,0.0001,1e-05,0.003701079365582912
8,64,1.0,5,ancilla,16,140,8,72,4920,4794,126,31728,39650,242616,354240,1e-05,1.0000000000000002e-06,0.5712674971125044
8,64,1.0,5,primitive,16,140,0,64,7992,7866,126,47984,55906,372704,511488,0.001,0.0001,9.188584357324524e-38
8,64,1.0,5,primitive,16,140,0,64,7992,7866,126,47984,55906,372704,511488,0.0001,1e-05,0.0001983061377052354
8,64,1.0,5,primitive,16,140,0,64,7992,7866,126,47984,55906,372704,511488,1e-05,1.0000000000000002e-06,0.4263278679859607
8,64,1.0,5,pipelined,16,140,0,64,6136,6010,126,42608,50530,264672,392704,0.001,0.0001,9.799155625100814e-31
8,64,1.0,5,pipelined,16,140,0,64,6136,6010,126,42608,50530,264672,392704,0.0001,1e-05,0.0010000089911431152
8,64,1.0,5,pipelined,16,140,0,64,6136,6010,126,42608,50530,264672,392704,1e-05,1.0000000000000002e-06,0.5011978915584105
8,64,1.0,6,naive_pauli,19,140,0,64,7528,0,7528,7528,7528,466736,481792,0.001,0.0001,2.8700856859427986e-24
8,64,1.0,6,naive_pauli,19,140,0,64,7528,0,7528,7528,7528,466736,481792,0.0001,1e-05,0.004426168447512816
8,64,1.0,6,naive_pauli,19,140,0,64,7528,0,7528,7528,7528,466736,481792,1e-05,1.0000000000000002e-06,0.5815742606862121
8,64,1.0,6,1d,19,140,0,64,4288,4142,146,28288,55774,85312,274432,0.001,0.0001,1.0076102751127032e-16
8,64,1.0,6,1d,19,140,0,64,4288,4142,146,28288,55774,85312,274432,0.0001,1e-05,0.025170925134829884
8,64,1.0,6,1d,19,140,0,64,4288,4142,146,28288,55774,85312,274432,1e-05,1.0000000000000002e-06,0.6919832996796291
8,64,1.0,6,ancilla,19,140,8,72,5814,5668,146,37340,46594,287624,418608,0.001,0.0001,1.9202339449390674e-29
8,64,1.0,6,ancilla,19,140,8,72,5814,5668,146,37340,46594,287624,418608,0.0001,1e-05,0.001346238201198587
8,64,1.0,6,ancilla,19,140,8,72,5814,5668,146,37340,46594,287624,418608,1e-05,1.0000000000000002e-06,0.5163213113756602
8,64,1.0,6,primitive,19,140,0,64,9462,9316,146,56644,65898,442232,605568,0.001,0.0001,1.515873573290374e-44
8,64,1.0,6,primitive,19,140,0,64,9462,9316,146,56644,65898,442232,605568,0.0001,1e-05,4.161602075176395e-05
8,64,1.0,6,primitive,19,140,0,64,9462,9316,146,56644,65898,442232,605568,1e-05,1.0000000000000002e-06,0.3647018701216003
8,64,1.0,6,pipelined,19,140,0,64,7258,7112,146,50260,59514,313944,464512,0.001,0.0001,3.3600194317751884e-36
8,64,1.0,6,pipelined,19,140,0,64,7258,7112,146,50260,59514,313944,464512,0.0001,1e-05,0.00028423562052268665
8,64,1.0,6,pipelined,19,140,0,64,7258,7112,146,50260,59514,313944,464512,1e-05,1.0000000000000002e-06,0.4419552395602598
8,64,1.0,7,naive_pauli,16,132,0,64,7380,0,7380,7380,7380,457560,472320,0.001,0.0001,8.331652513566447e-24
8,64,1.0,7,naive_pauli,16,132,0,64,7380,0,7380,7380,7380,457560,472320,0.0001,1e-05,0.004923873405922839
8,64,1.0,7,naive_pauli,16,132,0,64,7380,0,7380,7380,7380,457560,472320,1e-05,1.0000000000000002e-06,0.5878046596277374
8,64,1.0,7,1d,16,132,0,64,3680,3554,126,27048,53318,67696,235520,0.001,0.0001,2.0285167674730125e-15
8,64,1.0,7,1d,16,132,0,64,3680,3554,126,27048,53318,67696,235520,0.0001,1e-05,0.03398287241350581
8,64,1.0,7,1d,16,132,0,64,3680,3554,126,27048,53318,67696,235520,1e-05,1.0000000000000002e-06,0.7130687880751108
8,64,1.0,7,ancilla,16,132,8,72,4928,4802,126,31960,40166,242440,354816,0.001,0.0001,3.832143789285699e-25
8,64,1.0,7,ancilla,16,132,8,72,4928,4802,126,31960,40166,242440,354816,0.0001,1e-05,0.0036225686508141865
8,64,1.0,7,ancilla,16,132,8,72,4928,4802,126,31960,40166,242440,354816,1e-05,1.0000000000000002e-06,0.5700440050814057
8,64,1.0,7,primitive,16,132,0,64,8000,7874,126,48216,56422,372496,512000,0.001,0.0001,7.438333602053355e-38
8,64,1.0,7,primitive,16,132,0,64,8000,7874,126,48216,56422,372496,512000,0.0001,1e-05,0.00019416160679055087
8,64,1.0,7,primitive,16,132,0,64,8000,7874,126,48216,56422,372496,512000,1e-05,1.0000000000000002e-06,0.4254284087961012
8,64,1.0,7,pipelined,16,132,0,64,6144,6018,126,42840,51046,264464,393216,0.001,0.0001,7.932602642956091e-31
8,64,1.0,7,pipelined,16,132,0,64,6144,6018,126,42840,51046,264464,393216,0.0001,1e-05,0.0009791091429250248
8,64,1.0,7,pipelined,16,132,0,64,6144,6018,126,42840,51046,264464,393216,1e-05,1.0000000000000002e-06,0.5001404728828966
8,64,1.0,8,naive_pauli,14,119,0,64,6216,0,6216,6216,6216,385392,397824,0.001,0.0001,3.63811138911736e-20
8,64,1.0,8,naive_pauli,14,119,0,64,6216,0,6216,6216,6216,385392,397824,0.0001,1e-05,0.011383727543289797
8,64,1.0,8,naive_pauli,14,119,0,64,6216,0,6216,6216,6216,385392,397824,1e-05,1.0000000000000002e-06,0.6391906556169723
8,64,1.0,8,1d,14,119,0,64,3122,3010,112,22186,43678,59116,199808,0.001,0.0001,6.200377692446475e-13
8,64,1.0,8,1d,14,119,0,64,3122,3010,112,22186,43678,59116,199808,0.0001,1e-05,0.060212585129283826
8,64,1.0,8,1d,14,119,0,64,3122,3010,112,22186,43678,59116,199808,1e-05,1.0000000000000002e-06,0.755045596481382
8,64,1.0,8,ancilla,14,119,8,72,4332,4220,112,28048,35298,212752,311904,0.001,0.0001,3.738090272161561e-22
8,64,1.0,8,ancilla,14,119,8,72,4332,4220,112,28048,35298,212752,311904,0.0001,1e-05,0.007208669450048314
